ts,mem_used_mb,mem_total_mb,gpu_util,gpu_mem_util
1758871613.1797009,23871,24576,0,0
1758871613.6813736,23871,24576,0,0
1758871614.1823525,23871,24576,0,0
1758871614.6836047,23871,24576,0,0
1758871615.185731,23871,24576,0,0
1758871615.687245,23871,24576,0,0
1758871616.1889055,23871,24576,0,0
1758871616.6898336,23871,24576,0,0
1758871617.1914978,23871,24576,0,0
1758871617.694142,23871,24576,0,0
1758871618.1950364,23871,24576,0,0
1758871618.6960998,23871,24576,0,0
1758871619.197429,23871,24576,0,0
1758871619.6982927,23871,24576,0,0
1758871620.199413,23871,24576,0,0
1758871620.7018874,23871,24576,0,0
1758871621.2027237,23871,24576,0,0
1758871621.7042234,23871,24576,0,0
1758871622.205704,23871,24576,0,0
1758871622.706973,23871,24576,0,0
1758871623.2079065,23871,24576,0,0
1758871623.7089148,23871,24576,0,0
1758871624.2098117,23871,24576,0,0
1758871624.7112112,23871,24576,0,0
1758871625.212745,23871,24576,0,0
1758871625.714216,23871,24576,0,0
1758871626.21519,23871,24576,0,0
1758871626.7164383,23871,24576,0,0
1758871627.217511,23871,24576,0,0
1758871627.7183156,23871,24576,0,0
1758871628.2194235,23871,24576,0,0
1758871628.7211936,23871,24576,0,0
1758871629.2225654,23871,24576,0,0
1758871629.7233841,23871,24576,0,0
1758871630.2242022,23871,24576,0,0
1758871630.7254088,23871,24576,0,0
1758871631.2264855,23871,24576,0,0
1758871631.7277133,23871,24576,0,0
1758871632.228865,23871,24576,0,0
1758871632.7299125,23871,24576,0,0
1758871633.2315946,23871,24576,0,0
1758871633.7327228,23871,24576,0,0
1758871634.2335114,23871,24576,0,0
1758871634.7343774,23871,24576,0,0
1758871635.2359874,23871,24576,0,0
1758871635.7375126,23871,24576,0,0
1758871636.2387025,23871,24576,0,0
1758871636.7395115,23871,24576,0,0
1758871637.2410927,23871,24576,0,0
1758871637.7420478,23871,24576,0,0
1758871638.243421,23871,24576,0,0
1758871638.7450302,23871,24576,0,0
1758871639.246546,23871,24576,0,0
1758871639.7476928,23871,24576,0,0
1758871640.2486267,23871,24576,0,0
1758871640.750605,23871,24576,0,0
1758871641.2517257,23871,24576,0,0
1758871641.753833,23871,24576,0,0
1758871642.254633,23871,24576,0,0
1758871642.7559836,23871,24576,0,0
1758871643.257607,23871,24576,0,0
1758871643.7587886,23871,24576,0,0
1758871644.2598896,23871,24576,0,0
1758871644.761607,23871,24576,0,0
1758871645.2637804,23871,24576,0,0
1758871645.7648683,23871,24576,0,0
1758871646.2667465,23871,24576,0,0
1758871646.769109,23871,24576,0,0
1758871647.2711668,23871,24576,0,0
1758871647.7729456,23871,24576,0,0
1758871648.273944,23871,24576,0,0
1758871648.7756557,23871,24576,0,0
1758871649.2764351,23871,24576,0,0
1758871649.778302,23871,24576,0,0
1758871650.2796564,23871,24576,0,0
1758871650.7812989,23871,24576,0,0
1758871651.2830517,23871,24576,0,0
1758871651.7841601,23871,24576,0,0
1758871652.2852848,23871,24576,0,0
1758871652.7863412,23871,24576,0,0
1758871653.2878098,23871,24576,0,0
1758871653.7890384,23871,24576,0,0
1758871654.2899523,23871,24576,0,0
1758871654.7923768,23871,24576,0,0
1758871655.2933152,23871,24576,0,0
1758871655.795936,23871,24576,0,0
1758871656.2974305,23871,24576,0,0
1758871656.7983897,23871,24576,0,0
1758871657.2991595,23871,24576,0,0
1758871657.8008504,23871,24576,0,0
1758871658.3027177,23871,24576,0,0
1758871658.8040574,23871,24576,0,0
1758871659.3051383,23871,24576,0,0
1758871659.807882,23871,24576,0,0
1758871660.3094726,23871,24576,0,0
1758871660.8112092,23871,24576,0,0
1758871661.3131082,23871,24576,0,0
1758871661.8147194,23871,24576,0,0
1758871662.317024,23871,24576,0,0
1758871662.8179092,23871,24576,0,0
1758871663.3192086,23871,24576,0,0
1758871663.8204634,23871,24576,0,0
1758871664.322564,23871,24576,0,0
1758871664.8242922,23871,24576,0,0
1758871665.3254943,23871,24576,0,0
1758871665.8262985,23871,24576,0,0
1758871666.327234,23871,24576,0,0
1758871666.8299167,23871,24576,0,0
1758871667.3313935,23871,24576,0,0
1758871667.8324893,23871,24576,0,0
1758871668.3333127,23871,24576,0,0
1758871668.8343308,23871,24576,0,0
1758871669.3352203,23871,24576,0,0
1758871669.8369493,23871,24576,0,0
1758871670.3381803,23871,24576,0,0
1758871670.839295,23871,24576,0,0
1758871671.3415892,23871,24576,0,0
1758871671.8427563,23871,24576,0,0
1758871672.3440745,23871,24576,0,0
1758871672.845479,23871,24576,0,0
1758871673.3471775,23871,24576,0,0
1758871673.8487651,23871,24576,0,0
1758871674.3500094,23871,24576,0,0
1758871674.851498,23871,24576,0,0
1758871675.3531287,23871,24576,0,0
1758871675.8540025,23871,24576,0,0
1758871676.3553953,23871,24576,0,0
1758871676.8570228,23871,24576,0,0
1758871677.3586774,23871,24576,0,0
1758871677.859661,23871,24576,0,0
1758871678.3613353,23871,24576,0,0
1758871678.863049,23871,24576,0,0
1758871679.3641906,23871,24576,0,0
1758871679.8658347,23871,24576,0,0
1758871680.3666878,23871,24576,0,0
1758871680.8683596,23871,24576,0,0
1758871681.3699157,23871,24576,0,0
1758871681.8713055,23871,24576,0,0
1758871682.3726366,23871,24576,0,0
1758871682.8736837,23871,24576,0,0
1758871683.3748593,23871,24576,0,0
1758871683.8768404,23871,24576,0,0
1758871684.3779063,23871,24576,0,0
1758871684.879373,23871,24576,0,0
1758871685.3805423,23871,24576,0,0
1758871685.881952,23871,24576,0,0
1758871686.3833272,23871,24576,0,0
1758871686.885008,23871,24576,0,0
1758871687.3865964,23871,24576,0,0
1758871687.8873749,23871,24576,0,0
1758871688.388541,23871,24576,0,0
1758871688.88981,23871,24576,0,0
1758871689.3915575,23871,24576,0,0
1758871689.8927596,23871,24576,0,0
1758871690.3935096,23871,24576,0,0
1758871690.8948958,23871,24576,0,0
1758871691.3956938,23871,24576,0,0
1758871691.896851,23871,24576,0,0
1758871692.3981287,23871,24576,0,0
1758871692.899467,23871,24576,0,0
1758871693.4011729,23871,24576,0,0
1758871693.902095,23871,24576,0,0
1758871694.4036944,23871,24576,0,0
1758871694.9049978,23871,24576,0,0
1758871695.406163,23871,24576,0,0
1758871695.9069836,23871,24576,0,0
1758871696.4086764,23871,24576,0,0
1758871696.9096334,23871,24576,0,0
1758871697.4115953,23871,24576,0,0
1758871697.9132288,23871,24576,0,0
1758871698.4142916,23871,24576,0,0
1758871698.9156277,23871,24576,0,0
1758871699.4170427,23871,24576,0,0
1758871699.918462,23871,24576,0,0
1758871700.419973,23871,24576,0,0
1758871700.9210222,23871,24576,0,0
1758871701.422454,23871,24576,0,0
1758871701.9233136,23871,24576,0,0
1758871702.4248512,23871,24576,0,0
1758871702.92568,23871,24576,0,0
1758871703.42703,23871,24576,0,0
1758871703.9280982,23871,24576,0,0
1758871704.4294186,23871,24576,0,0
1758871704.9308429,23871,24576,0,0
1758871705.4321911,23871,24576,0,0
1758871705.9336324,23871,24576,0,0
1758871706.435198,23871,24576,0,0
1758871706.9369693,23871,24576,0,0
1758871707.4379835,23871,24576,0,0
1758871707.9393258,23871,24576,0,0
1758871708.4406793,23871,24576,0,0
1758871708.9420679,23871,24576,0,0
1758871709.443152,23871,24576,0,0
1758871709.9444675,23871,24576,0,0
1758871710.4461823,23871,24576,0,0
